Código do Município;Município;Estado;Ano de Referência;Código do Prestador;Prestador;Sigla do Prestador;Abrangência;Tipo de Serviço;Natureza Jurídica;AG011 - Volume de água faturado;BL002 - Ativo total;ES007 - Volume de esgotos faturado;FN002 - Receita operacional direta de água;FN003 - Receita operacional direta de esgoto;FN010 - Despesa com pessoal próprio;FN015 - Despesas de Exploração (DEX);FN016 - Despesas com juros e encargos do serviço da dívida;FN019 - Despesas com depreciação, amortização do ativo diferido e provisão para devedores duvidosos;FN026 - Quantidade total de empregados próprios
270430;Maceió;AL;2011;27043000;Companhia de Saneamento de Alagoas;CASAL;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;60.267,97;272.817,85;12.779,33;174.566.542,16;31.618.282,70;70.733.182,49;140.223.441,89;50.463.583,10;5.322.182,69;1.310
270430;Maceió;AL;2010;27043000;Companhia de Saneamento de Alagoas;CASAL;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;56.172,73;261.534,91;12.042,91;154.003.870,89;26.809.366,58;54.958.984,99;149.872.130,87;49.069.133,12;4.774.754,28;1.170
270430;Maceió;AL;2009;27043000;Companhia de Saneamento de Alagoas;CASAL;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;54.678,73;237.278,42;11.217,98;146.579.978,45;26.186.754,51;71.987.800,86;159.380.557,01;101.288.147,36;5.463.631,92;1.154
270430;Maceió;AL;2008;27043000;Companhia de Saneamento de Alagoas;CASAL;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;54.142,63;;11.543,30;138.016.383,74;24.902.694,11;48.768.024,40;123.989.107,39;53.992.910,28;11.283.343,30;1.248
270430;Maceió;AL;2007;27043000;Companhia de Saneamento de Alagoas;CASAL;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;53.840,03;351.284,02;10.536,90;122.841.270,32;22.207.489,16;68.156.670,39;150.227.207,33;30.784.863,82;11.265.243,69;1.243
270430;Maceió;AL;2006;27043000;Companhia de Saneamento de Alagoas;CASAL;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;54.866,00;335.242,18;10.768,00;107.439.261,00;18.055.770,00;43.475.981,00;121.642.261,00;28.215.970,00;18.092.940,00;1.278
270430;Maceió;AL;2005;27043000;Companhia de Saneamento de Alagoas;CASAL;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;55.342,40;315.154,21;10.612,50;105.111.265,38;17.725.581,97;41.976.731,47;109.030.215,40;53.204.393,26;10.670.926,06;1.264
270430;Maceió;AL;2004;27043000;Companhia de Saneamento de Alagoas;CASAL;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;54.254,00;303.059,00;10.348,00;100.197.641,01;16.176.365,60;41.749.666,83;118.656.983,84;-6.717.237,76;12.364.702,00;1.280
270430;Maceió;AL;2003;27043000;Companhia de Saneamento de Alagoas;CASAL;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;52.644,00;296.523,00;10.202,00;83.994.041,74;13.497.010,29;41.640.309,23;88.265.520,46;-8.492.331,15;12.587.563,08;1.278
270430;Maceió;AL;2002;27043000;Companhia de Saneamento de Alagoas;CASAL;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;51.783,00;294.355,00;10.502,00;74.377.052,94;12.976.937,35;36.642.047,34;80.301.425,68;32.330.540,16;15.285.303,60;1.417
270430;Maceió;AL;2001;27043000;Companhia de Saneamento de Alagoas;CASAL;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;50.316,00;;10.387,00;61.322.530,40;10.682.305,57;34.112.813,59;70.796.885,99;3.645.926,38;13.394.540,98;1.081
270430;Maceió;AL;2000;27043000;Companhia de Saneamento de Alagoas;CASAL;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;60.110,00;;10.897,00;68.500.040,40;13.308.333,24;34.825.186,66;69.289.802,28;2.660.514,17;14.779.435,32;1.089
270430;Maceió;AL;1999;27043000;Companhia de Saneamento de Alagoas;CASAL;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;49.387,00;290.509,00;10.965,00;54.292.319,00;10.915.406,00;35.730.158,00;63.467.991,00;2.427.061,00;12.019.546,00;1.155
160030;Macapá;AP;2019;16003000;Companhia de Água e Esgoto do Amapá;CAESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;20.695,13;278.148,39;3.024,91;56.785.323,26;12.178.855,22;40.863.832,95;77.962.446,15;0;6.445.065,51;356
160030;Macapá;AP;2018;16003000;Companhia de Água e Esgoto do Amapá;CAESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;21.165,03;245.458,53;2.979,51;50.918.067,65;10.947.120,34;39.227.920,31;69.969.308,94;0;5.017.439,26;371
160030;Macapá;AP;2017;16003000;Companhia de Água e Esgoto do Amapá;CAESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;20.973,47;214.461,27;2.668,18;49.286.772,45;9.821.396,50;40.456.756,06;64.974.457,28;0;5.015.975,06;353
160030;Macapá;AP;2016;16003000;Companhia de Água e Esgoto do Amapá;CAESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;18.751,84;182.763,44;2.276,91;43.811.290,41;8.372.788,08;32.737.593,71;52.372.659,44;0;23.350.413,59;322
160030;Macapá;AP;2015;16003000;Companhia de Água e Esgoto do Amapá;CAESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;17.154,63;161.416,28;2.181,91;37.748.820,10;7.239.433,40;29.263.410,48;54.123.214,62;0;22.607.542,55;271
160030;Macapá;AP;2014;16003000;Companhia de Água e Esgoto do Amapá;CAESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;17.190,00;162.153,12;864;35.401.045,83;6.818.796,32;27.180.405,50;50.272.173,58;0;30.435.748,83;373
160030;Macapá;AP;2013;16003000;Companhia de Água e Esgoto do Amapá;CAESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;18.641,51;154.864,65;1.131,23;40.235.019,64;7.683.292,39;24.732.604,35;56.001.982,59;0;3.482.315,03;376
160030;Macapá;AP;2012;16003000;Companhia de Água e Esgoto do Amapá;CAESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;17.616,12;140.344,23;2.434,19;31.409.494,89;6.598.152,03;22.499.846,29;41.641.112,11;0;68.544.941,44;376
160030;Macapá;AP;2011;16003000;Companhia de Água e Esgoto do Amapá;CAESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;16.336,81;167.593,28;2.130,39;28.812.270,59;5.899.537,47;23.010.487,73;52.624.071,22;0;2.272.720,50;414
160030;Macapá;AP;2010;16003000;Companhia de Água e Esgoto do Amapá;CAESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;16.308,86;148.197,00;2.054,18;28.760.827,55;5.182.750,41;22.159.356,61;40.029.378,22;0;2.696.820,58;390
160030;Macapá;AP;2009;16003000;Companhia de Água e Esgoto do Amapá;CAESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;16.329,26;133.234,00;2.029,18;28.721.956,95;5.182.257,13;19.700.913,73;39.299.911,09;0;3.428.483,65;357
160030;Macapá;AP;2008;16003000;Companhia de Água e Esgoto do Amapá;CAESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;16.450,75;120.492,00;2.041,67;25.744.705,72;4.223.599,89;18.460.038,63;30.778.142,66;0;6.118.766,80;360
160030;Macapá;AP;2007;16003000;Companhia de Água e Esgoto do Amapá;CAESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;17.159,33;;2.102,88;25.695.215,73;4.290.845,72;15.125.113,35;27.996.525,80;0;5.231.152,38;368
160030;Macapá;AP;2006;16003000;Companhia de Água e Esgoto do Amapá;CAESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;16.890,80;;2.155,60;19.429.986,17;3.729.501,11;14.508.781,70;29.245.588,55;0;13.452.994,82;624
160030;Macapá;AP;2005;16003000;Companhia de Água e Esgoto do Amapá;CAESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;16.609,90;103.539,12;2.116,40;18.743.932,85;3.588.533,46;12.603.727,13;22.074.274,79;0;12.086.467,26;412
160030;Macapá;AP;2004;16003000;Companhia de Água e Esgoto do Amapá;CAESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;16.139,20;108.811,00;2.026,30;17.543.036,16;3.431.971,82;12.210.422,70;22.928.295,62;0;13.367.974,19;354
160030;Macapá;AP;2003;16003000;Companhia de Água e Esgoto do Amapá;CAESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;15.864,10;110.955,00;1.821,20;15.063.932,01;3.254.506,99;9.029.732,25;29.329.224,91;0;8.080.953,95;261
160030;Macapá;AP;2002;16003000;Companhia de Água e Esgoto do Amapá;CAESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;15.616,80;106.259,35;2.023,30;15.303.487,47;2.935.232,19;7.759.897,91;21.626.286,13;0;4.437.083,59;274
160030;Macapá;AP;2001;16003000;Companhia de Água e Esgoto do Amapá;CAESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;14.245,67;130.191,00;1.942,31;13.900.381,38;2.527.036,89;7.070.086,87;15.669.728,32;;1.726.526,64;234
160030;Macapá;AP;2000;16003000;Companhia de Água e Esgoto do Amapá;CAESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;11.733,09;116.473,00;2.464,92;11.265.952,40;2.310.898,66;7.056.617,95;13.329.812,94;0;4.055.855,76;255
160030;Macapá;AP;1999;16003000;Companhia de Água e Esgoto do Amapá;CAESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;12.163,93;;2.464,92;9.774.491,34;2.051.102,24;7.223.335,11;12.013.206,80;0;3.950.377,82;251
292740;Salvador;BA;2019;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;421.725,81;8.006.889,00;204.773,63;2.457.953.754,55;912.009.819,35;744.565.332,23;2.427.020.333,03;31.094.978,87;731.018.627,82;4.922
292740;Salvador;BA;2018;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;413.703,93;8.037.841,00;198.560,13;2.306.138.979,27;847.646.198,92;699.256.180,06;2.240.587.793,54;56.974.052,41;601.559.701,19;5.039
292740;Salvador;BA;2017;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;499.230,11;7.745.376,00;213.015,90;2.110.718.495,22;763.349.823,46;647.344.346,79;2.136.744.354,64;44.600.398,81;626.969.609,00;4.583
292740;Salvador;BA;2016;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;544.365,91;7.465.878,00;230.655,83;1.926.138.032,57;675.847.497,79;588.967.903,84;1.939.426.129,67;49.302.702,06;585.193.986,26;4.851
292740;Salvador;BA;2015;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;463.378,84;7.464.021,00;182.649,67;1.780.608.055,35;593.701.244,12;552.624.217,26;1.727.502.553,11;36.998.232,75;463.306.291,37;4.602
292740;Salvador;BA;2014;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;503.395,41;7.298.771,00;209.295,54;1.681.157.902,55;525.169.203,67;518.504.079,72;1.562.091.036,79;33.614.334,38;427.646.141,04;4.675
292740;Salvador;BA;2013;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;478.450,44;6.846.353,15;193.756,91;1.520.055.119,49;467.306.558,28;510.504.545,25;1.508.277.969,23;25.114.176,58;549.104.139,67;4.534
292740;Salvador;BA;2012;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;480.586,19;6.525.970,00;185.400,99;1.397.429.644,52;405.214.361,00;440.427.117,60;1.403.759.263,05;11.847.005,10;321.474.772,11;5.107
292740;Salvador;BA;2011;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;466.066,44;6.221.440,00;176.848,00;1.229.735.524,00;346.167.323,00;369.015.091,00;1.163.408.498,00;2.728.747,00;432.802.410,00;4.681
292740;Salvador;BA;2010;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;452.251,75;5.776.994,00;170.771,00;1.057.597.712,00;303.674.596,00;299.177.606,00;988.330.621,00;0;368.063.534,00;3.961
292740;Salvador;BA;2009;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;430.086,31;5.518.960,00;160.136,62;919.980.642,66;256.419.880,47;257.939.748,00;868.277.445,71;8.483.108,00;296.156.300,00;3.587
292740;Salvador;BA;2008;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;423.602,36;5.284.572,00;153.807,00;804.300.100,00;219.493.944,00;214.539.470,00;764.280.972,00;0;315.409.554,00;3.671
292740;Salvador;BA;2007;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;414.737,00;5.265.055,00;144.516,00;708.048.789,00;183.173.261,00;192.446.059,00;680.134.668,00;397.082,00;309.408.610,00;3.768
292740;Salvador;BA;2006;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;399.080,00;5.218.905,00;134.877,00;625.102.484,00;156.519.211,00;174.407.983,00;628.801.566,00;1.779.538,00;209.897.506,00;3.656
292740;Salvador;BA;2005;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;382.969,90;3.597.334,00;128.725,80;553.677.517,00;128.961.172,00;145.500.771,00;566.282.327,00;3.547.815,00;144.647.697,00;3.665
292740;Salvador;BA;2004;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;372.771,30;3.473.764,00;108.004,40;477.190.424,00;102.533.117,00;123.133.307,00;499.442.417,00;6.397.523,00;145.992.667,00;3.087
292740;Salvador;BA;2003;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;364.608,20;3.359.938,00;94.849,00;422.092.504,00;82.599.716,00;117.891.884,00;408.138.584,00;11.383.725,00;129.517.036,00;3.113
292740;Salvador;BA;2002;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;342.222,90;3.176.949,00;84.552,20;349.422.045,00;64.921.840,00;111.933.762,00;485.744.903,00;15.152.831,00;96.486.108,00;3.179
292740;Salvador;BA;2001;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;326.228,18;3.005.567,00;77.264,60;316.213.572,00;55.543.432,00;106.760.224,00;318.993.461,00;16.193.141,00;88.471.415,00;3.389
292740;Salvador;BA;2000;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;326.380,40;2.846.199,00;71.330,10;303.061.861,00;42.027.765,00;106.807.596,00;310.279.021,00;13.916.781,00;93.891.705,00;3.698
292740;Salvador;BA;1999;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;319.017,00;2.719.523,00;68.332,00;249.240.862,00;39.132.366,00;94.985.933,00;251.612.024,00;14.243.939,00;124.305.941,00;4.006
230440;Fortaleza;CE;2019;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;265.794,59;3.692.341,00;100.528,37;1.040.952.027,45;451.103.054,04;283.485.307,15;1.107.127.005,99;34.040.836,90;250.060.196,00;1.302
230440;Fortaleza;CE;2018;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;265.154,29;3.795.376,00;103.224,45;917.642.896,65;403.147.755,08;297.440.768,89;942.026.022,39;57.091.292,53;189.657.809,47;1.559
230440;Fortaleza;CE;2017;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;265.420,70;3.702.105,00;96.658,84;803.784.369,38;331.590.748,12;280.663.512,83;878.776.657,58;28.265.741,29;180.337.339,56;1.636
230440;Fortaleza;CE;2016;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;270.148,71;3.755.618,00;94.927,13;745.424.649,53;294.401.756,81;210.992.529,76;759.775.234,39;-16.108.702,82;165.539.912,36;1.658
230440;Fortaleza;CE;2015;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;274.418,98;3.649.882,00;93.921,67;643.271.914,06;244.621.348,85;235.081.620,83;791.398.742,46;123.213.862,09;81.638.149,92;1.696
230440;Fortaleza;CE;2014;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;277.263,58;3.771.762,00;93.189,07;633.794.400,32;236.843.610,87;241.979.168,71;669.394.682,35;49.979.171,74;503.851.860,97;1.709
230440;Fortaleza;CE;2013;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;273.714,51;2.631.462,00;100.427,00;604.323.527,00;211.746.684,00;163.411.462,00;586.926.916,00;52.855.573,00;78.615.899,00;1.657
230440;Fortaleza;CE;2012;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;265.363,00;2.379.246,00;84.958,80;538.244.039,00;188.807.513,00;145.178.183,00;504.834.094,00;8.821.467,00;75.616.914,00;1.512
230440;Fortaleza;CE;2011;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;250.029,00;2.227.092,00;74.129,00;466.949.859,00;152.449.876,00;135.592.217,00;364.622.611,00;43.467.159,00;44.749.059,00;1.467
230440;Fortaleza;CE;2010;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;250.727,00;2.010.643,00;98.083,00;434.300.420,00;178.521.592,00;127.563.870,00;448.282.540,00;15.280.991,87;77.812.032,00;1.789
230440;Fortaleza;CE;2009;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;232.446,00;1.807.382,00;91.484,00;371.996.508,00;151.042.570,00;124.617.005,00;443.907.062,00;26.797.651,00;45.254.991,00;1.229
230440;Fortaleza;CE;2008;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;223.501,00;1.687.201,00;87.359,00;336.019.519,00;143.469.148,00;106.767.426,00;391.787.073,00;51.147.795,00;56.106.314,00;1.254
230440;Fortaleza;CE;2007;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;215.774,00;1.563.376,00;83.400,00;298.138.567,00;123.588.171,00;94.686.099,00;337.615.001,00;26.526.827,00;37.457.075,00;1.334
230440;Fortaleza;CE;2006;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;193.672,00;1.436.196,00;78.350,00;259.535.418,00;112.454.049,00;74.316.208,00;267.045.207,00;17.159.852,00;37.982.416,00;1.300
230440;Fortaleza;CE;2005;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;197.258,00;1.295.967,00;70.374,00;243.669.858,00;90.521.066,00;73.754.124,00;278.550.080,00;16.168.517,00;36.955.258,00;1.324
230440;Fortaleza;CE;2004;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;189.275,74;1.200.336,00;76.870,00;210.004.603,00;95.867.494,00;65.553.605,00;246.961.597,00;15.218.768,00;28.149.448,00;1.174
230440;Fortaleza;CE;2003;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;186.148,00;974.184,00;79.337,00;177.474.152,00;81.918.502,00;54.039.155,00;205.186.395,00;19.636.636,00;59.073.201,00;1.204
230440;Fortaleza;CE;2002;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;179.033,00;924.148,00;76.494,00;147.995.725,00;69.600.714,00;51.761.466,00;167.633.976,00;18.453.234,00;56.082.923,00;1.206
230440;Fortaleza;CE;2001;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;169.666,00;874.796,00;72.145,00;126.734.744,00;61.279.160,00;46.471.503,00;147.365.912,00;7.048.910,00;46.817.019,00;1.132
230440;Fortaleza;CE;2000;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;164.353,00;842.529,00;67.913,00;100.958.240,00;46.972.804,00;55.245.602,00;127.368.154,00;1.882.850,00;23.492.195,00;1.141
230440;Fortaleza;CE;1999;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;166.859,00;807.557,00;65.248,00;103.824.527,00;43.125.943,00;55.066.506,00;108.536.177,00;1.922.634,00;22.286.375,00;1.351
530010;Brasília;DF;2019;53001000;Companhia de Saneamento Ambiental do Distrito Federal;CAESB;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;185.070,00;3.727.676,88;156.800,00;938.573.359,19;800.649.729,16;756.794.611,61;1.427.447.349,30;40.258.603,69;157.951.359,45;2.311
530010;Brasília;DF;2018;53001000;Companhia de Saneamento Ambiental do Distrito Federal;CAESB;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;176.918,00;3.487.106,33;148.454,00;841.799.764,88;720.186.279,39;1.040.574.909,00;1.715.693.865,00;73.011.963,18;108.428.412,88;2.275
